timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2264,4783,-396,-1892,-77732,22238,14518,1769,-1616
2264,5551,1187,-2282,-73335,11044,5708,1724,-1753
2313,5888,-1338,14521,-70226,26695,5764,-1248,565
2313,5420,-1046,10752,-64829,34070,6715,-1572,1742
2313,3774,7207,5326,-57098,-24619,-18479,-1064,1885
2313,2640,-4006,1634,-59907,22359,-4162,-2273,-2206
2313,3361,-2499,752,-57849,18725,-2896,-1530,-2637
2313,7904,11423,-31,-58796,-32110,-18013,137,961
2313,7293,16999,-2107,-53018,-79440,-37665,1195,3062
2313,3898,14987,-3579,-49811,-72105,-34184,1917,3707
2313,2983,2810,-346,-56498,33683,12281,-905,-916
2313,2406,1606,466,-52275,23102,7552,-932,-576
2362,6417,5808,-7354,-51842,-31033,-16804,-416,-1634
2362,6314,8172,-6289,-48303,-44262,-21191,-493,-1744
2362,5710,6223,-4299,-46077,-26240,-13394,-666,-1758
2362,3318,-4600,-479,-49238,54229,19886,-1296,-1053
2362,5039,-3598,-985,-45397,45387,15938,-1002,-866
2362,7120,-1151,8094,-47882,34172,14671,-596,-3231
2362,4076,-839,4743,-45180,31023,17041,-1450,-1039
2362,3165,1505,261,-41825,17816,12710,-1467,1030
2362,2544,-1366,1416,-37981,-5354,-6774,-1545,-4641
2362,1797,-8167,1901,-38837,47809,15153,-2174,-2954
2411,4854,2166,408,-38169,-22070,-10743,175,-3826
2411,1995,-5542,1869,-38437,27293,9429,-552,-4384
2411,3654,-5259,1299,-36148,22241,5033,-552,-4758
2411,6277,16713,-16631,-26907,-19297,-11537,352,-8802
2411,5367,13410,-14912,-24714,-17255,-11715,-167,-7794
2411,3528,-4202,970,-31612,38966,14343,-2229,8811
2411,3492,-3840,1067,-29464,36140,12965,-2249,8892
2411,3031,-2647,1144,-26907,25689,7946,-2107,7632
2411,4275,-1486,82,-26168,24783,7562,-213,753
2411,3146,170,-1980,-24578,21294,6539,146,-45
2460,2929,10444,1447,-23540,-28667,-15483,-1768,2986
2460,5479,6355,1954,-25040,3577,1215,-1517,2797
2460,5136,2134,3436,-24787,27854,10382,-649,1799
